stop_id,stop_name,stop_lat,stop_lon,wheelchair_boarding,sa2_code21,sa2_name21,sa4_name21,geometry
219321,"Canterbury Station, Canterbury Rd, Stand E",-33.9123880162812,151.118616204748,0,120031392,Canterbury (North) - Ashbury,Sydney - Inner West,POINT (151.11862164169787 -33.91237532499344)
219377,Canterbury Rd At Tincombe St,-33.9118988340183,151.119770580196,0,120031392,Canterbury (North) - Ashbury,Sydney - Inner West,POINT (151.11977601704584 -33.91188614283451)
220310,Dulwich Hill Station,-33.9110707257574,151.141203564311,0,120031394,Dulwich Hill - Lewisham,Sydney - Inner West,POINT (151.14120899819963 -33.91105803656281)
220410,Marrickville Station,-33.9138683970484,151.153356460059,0,117021637,Marrickville - South,Sydney - City and Inner South,POINT (151.15336189183097 -33.9138557090054)
2204101,"Marrickville Station, Illawarra Rd",-33.9138696063359,151.153053924768,0,117021637,Marrickville - South,Sydney - City and Inner South,POINT (151.15305935658316 -33.913856918264734)
2204102,Illawarra Rd Opp Marrickville Station,-33.9144765293642,151.152424190297,0,117021637,Marrickville - South,Sydney - City and Inner South,POINT (151.15242962212108 -33.9144638412386)
2204125,"Sydenham Station, Railway Pde, Stand C",-33.9142612072023,151.166246622717,0,117021328,Sydenham - Tempe - St Peters,Sydney - City and Inner South,POINT (151.16625205258893 -33.91424852036337)
220432,Dudley St Opp Dulwich Hill Station,-33.9114797914353,151.141363870507,0,117021637,Marrickville - South,Sydney - City and Inner South,POINT (151.14136930431786 -33.91146710225849)
220433,"Dulwich Hill Station, Dudley St",-33.9113942915588,151.142029741744,0,117021637,Marrickville - South,Sydney - City and Inner South,POINT (151.14203517547088 -33.911381602443406)
220439,"Sydenham Station, Railway Pde, Stand D",-33.9143757294288,151.166057680928,0,117021328,Sydenham - Tempe - St Peters,Sydney - City and Inner South,POINT (151.16606311081162 -33.91436304257306)
220450,"Sydenham Station, Railway Pde, Stand E",-33.9141290600617,151.166423897862,0,117021328,Sydenham - Tempe - St Peters,Sydney - City and Inner South,POINT (151.16642932772623 -33.914116373238365)
G204313,Erskineville Rd At Charles St,-33.8997323472529,151.184695903691,0,117031330,Erskineville - Alexandria,Sydney - City and Inner South,POINT (151.1847013328688 -33.89971966203271)
G204320,Erskineville Rd At Prospect St,-33.8996857134596,151.183948078829,0,117031330,Erskineville - Alexandria,Sydney - City and Inner South,POINT (151.18395350812014 -33.89967302816932)
G204424,Princes Hwy After Gannon St,-33.9248438265587,151.160515473484,0,117021328,Sydenham - Tempe - St Peters,Sydney - City and Inner South,POINT (151.16052090275815 -33.924831139259695)
G204442,Princes Hwy At Fanning St,-33.9243450325645,151.161409880643,0,117021328,Sydenham - Tempe - St Peters,Sydney - City and Inner South,POINT (151.16141530985578 -33.924332345345384)
G2137112,"Concord Fire Station, Concord Rd",-33.8581249188743,151.092255519693,0,120011672,Concord West - North Strathfield,Sydney - Inner West,POINT (151.09226096767168 -33.85811222475519)
G213718,"Concord Fire Station, Concord Rd",-33.8586761886794,151.092206257587,0,120011672,Concord West - North Strathfield,Sydney - Inner West,POINT (151.09221170549915 -33.858663494559586)
G213828,Concord Rd At Nirranda St,-33.8487550588502,151.08978852917,0,120011672,Concord West - North Strathfield,Sydney - Inner West,POINT (151.0897939787524 -33.848742364436156)
G213835,Concord Rd Before Victoria Av,-33.8480630361322,151.08946392675,0,120011672,Concord West - North Strathfield,Sydney - Inner West,POINT (151.08946937647116 -33.848050341683134)
G219377,Canterbury Rd At Tincombe St,-33.9118988340183,151.119770580196,0,120031392,Canterbury (North) - Ashbury,Sydney - Inner West,POINT (151.11977601704584 -33.91188614283451)
200020,Circular Quay,-33.8613509430835,151.210813019737,1,117031644,Sydney (North) - Millers Point,Sydney - City and Inner South,POINT (151.21081845032805 -33.861338260032106)
200030,Martin Place Station,-33.8678467244384,151.211348512476,1,117031644,Sydney (North) - Millers Point,Sydney - City and Inner South,POINT (151.21135394211868 -33.86783404148259)
2000321,"Central Station, Platform 1",-33.8827026104032,151.205857239232,1,117031645,Sydney (South) - Haymarket,Sydney - City and Inner South,POINT (151.20586266766605 -33.88268992703875)
2000322,"Central Station, Platform 2",-33.8827514159554,151.206010876138,1,117031645,Sydney (South) - Haymarket,Sydney - City and Inner South,POINT (151.20601630454357 -33.88273873260563)
2000323,"Central Station, Platform 3",-33.8827675614993,151.206065683333,1,117031645,Sydney (South) - Haymarket,Sydney - City and Inner South,POINT (151.20607111172856 -33.882754878154756)
2000324,"Central Station, Platform 4",-33.8833250903178,151.205833824408,1,117031645,Sydney (South) - Haymarket,Sydney - City and Inner South,POINT (151.20583925276185 -33.88331240695552)
2000325,"Central Station, Platform 5",-33.8833505994121,151.205878289466,1,117031645,Sydney (South) - Haymarket,Sydney - City and Inner South,POINT (151.20588371781005 -33.883337916054145)
2000326,"Central Station, Platform 6",-33.8834181318625,151.206011242623,1,117031645,Sydney (South) - Haymarket,Sydney - City and Inner South,POINT (151.206016670939 -33.88340544851744)
2000327,"Central Station, Platform 7",-33.8834436408845,151.206055707779,1,117031645,Sydney (South) - Haymarket,Sydney - City and Inner South,POINT (151.2060611360852 -33.88343095754378)
2000328,"Central Station, Platform 8",-33.883511541921,151.206177876543,1,117031645,Sydney (South) - Haymarket,Sydney - City and Inner South,POINT (151.2061833048226 -33.883498858592155)
2000329,"Central Station, Platform 9",-33.8834722438006,151.206273169726,1,117031645,Sydney (South) - Haymarket,Sydney - City and Inner South,POINT (151.20627859799723 -33.88345956048038)
2000330,"Central Station, Platform 10",-33.8836218347112,151.206377749266,1,117031645,Sydney (South) - Haymarket,Sydney - City and Inner South,POINT (151.2063831775022 -33.88360915140179)
2000331,"Central Station, Platform 11",-33.8836106270638,151.206442015105,1,117031645,Sydney (South) - Haymarket,Sydney - City and Inner South,POINT (151.20644744333353 -33.883597943760314)
2000332,"Central Station, Platform 12",-33.8837156130432,151.206533599267,1,117031645,Sydney (South) - Haymarket,Sydney - City and Inner South,POINT (151.2065390274683 -33.883702929749006)
2000336,"Central Station, Platform 16",-33.8840680247496,151.2067669833,1,117031645,Sydney (South) - Haymarket,Sydney - City and Inner South,POINT (151.20677241142062 -33.88405534147967)
2000337,"Central Station, Platform 17",-33.8841021593045,151.206822676011,1,117031645,Sydney (South) - Haymarket,Sydney - City and Inner South,POINT (151.20682810411907 -33.88408947604)
2000338,"Central Station, Platform 18",-33.884216508501,151.206903918738,1,117031645,Sydney (South) - Haymarket,Sydney - City and Inner South,POINT (151.2069093468191 -33.884203825244896)
2000339,"Central Station, Platform 19",-33.8841963058392,151.206967742632,1,117031645,Sydney (South) - Haymarket,Sydney - City and Inner South,POINT (151.20697317070665 -33.884183622588914)
2000340,"Central Station, Platform 20",-33.8842563177728,151.207057116622,1,117031645,Sydney (South) - Haymarket,Sydney - City and Inner South,POINT (151.2070625446758 -33.88424363453127)
2000341,"Central Station, Platform 21",-33.8842810885781,151.207123152013,1,117031645,Sydney (South) - Haymarket,Sydney - City and Inner South,POINT (151.20712858005402 -33.88426840534293)
2000342,"Central Station, Platform 22",-33.8843317367759,151.207222868637,1,117031645,Sydney (South) - Haymarket,Sydney - City and Inner South,POINT (151.20722829665695 -33.884319053550385)
2000343,"Central Station, Platform 23",-33.8844216838546,151.207227291792,1,117031645,Sydney (South) - Haymarket,Sydney - City and Inner South,POINT (151.20723271979924 -33.884409000630136)
2000344,"Central Station, Platform 24",-33.8844064177011,151.207410190451,1,117031645,Sydney (South) - Haymarket,Sydney - City and Inner South,POINT (151.20741561843414 -33.88439373449361)
2000345,"Central Station, Platform 25",-33.8845549006032,151.207547127536,1,117031336,Surry Hills,Sydney - City and Inner South,POINT (151.2075525554796 -33.88454221740954)
2000351,"Circular Quay Station, Platform 1",-33.8613686537387,151.210295492397,1,117031644,Sydney (North) - Millers Point,Sydney - City and Inner South,POINT (151.21030092305963 -33.861355970639096)
2000352,"Circular Quay Station, Platform 2",-33.8612506157136,151.210322088535,1,117031644,Sydney (North) - Millers Point,Sydney - City and Inner South,POINT (151.21032751920967 -33.861237932615644)
2000361,"Martin Place Station, Platform 1",-33.8679211680579,151.21180580772,1,117031644,Sydney (North) - Millers Point,Sydney - City and Inner South,POINT (151.2118112372873 -33.867908485145314)
2000362,"Martin Place Station, Platform 2",-33.8678034989456,151.211821620176,1,117031644,Sydney (North) - Millers Point,Sydney - City and Inner South,POINT (151.21182704975683 -33.86779081603366)
2000371,"Museum Station, Platform 1",-33.876152660443,151.209802055193,1,117031644,Sydney (North) - Millers Point,Sydney - City and Inner South,POINT (151.20980748394194 -33.87613997740098)
2000372,"Museum Station, Platform 2",-33.8761553811921,151.209985820362,1,117031644,Sydney (North) - Millers Point,Sydney - City and Inner South,POINT (151.2099912490843 -33.87614269816728)
2000381,"St James Station, Platform 1",-33.8706629330113,151.211724684041,1,117031644,Sydney (North) - Millers Point,Sydney - City and Inner South,POINT (151.21173011325186 -33.87065025011039)
2000382,"St James Station, Platform 2",-33.8706829027625,151.211930888233,1,117031644,Sydney (North) - Millers Point,Sydney - City and Inner South,POINT (151.2119363174117 -33.87067021988098)
2000391,"Town Hall Station, Platform 1",-33.8736468928067,151.206935214658,1,117031644,Sydney (North) - Millers Point,Sydney - City and Inner South,POINT (151.20694064415335 -33.8736342094794)
2000392,"Town Hall Station, Platform 2",-33.8735610019639,151.206812176154,1,117031644,Sydney (North) - Millers Point,Sydney - City and Inner South,POINT (151.20681760567848 -33.873548318624515)
2000393,"Town Hall Station, Platform 3",-33.8736542680685,151.206719546326,1,117031644,Sydney (North) - Millers Point,Sydney - City and Inner South,POINT (151.20672497585124 -33.87364158472111)
2000394,"Town Hall Station, Platform 4",-33.8735907117978,151.206997262467,1,117031644,Sydney (North) - Millers Point,Sydney - City and Inner South,POINT (151.20700269196107 -33.873578028475904)
2000395,"Town Hall Station, Platform 5",-33.8737289516645,151.206906843349,1,117031644,Sydney (North) - Millers Point,Sydney - City and Inner South,POINT (151.2069122728374 -33.87371626833513)
2000396,"Town Hall Station, Platform 6",-33.8736164453732,151.206771695059,1,117031644,Sydney (North) - Millers Point,Sydney - City and Inner South,POINT (151.20677712458183 -33.87360376203042)
200040,Museum Station,-33.875571095497,151.209946276726,1,117031644,Sydney (North) - Millers Point,Sydney - City and Inner South,POINT (151.20995170553238 -33.87555841246439)
2000403,"Wynyard Station, Platform 3",-33.865894094459,151.205744182289,1,117031644,Sydney (North) - Millers Point,Sydney - City and Inner South,POINT (151.2057496129951 -33.865881410966104)
2000404,"Wynyard Station, Platform 4",-33.8658970431842,151.205657922632,1,117031644,Sydney (North) - Millers Point,Sydney - City and Inner South,POINT (151.20566335335008 -33.865884359683285)
2000405,"Wynyard Station, Platform 5",-33.8658702073279,151.205915817825,1,117031644,Sydney (North) - Millers Point,Sydney - City and Inner South,POINT (151.20592124850978 -33.86585752385088)
2000406,"Wynyard Station, Platform 6",-33.865881413717,151.205851564979,1,117031644,Sydney (North) - Millers Point,Sydney - City and Inner South,POINT (151.2058569956715 -33.865868730234055)
200050,St James Station,-33.8701472831878,151.211785721754,1,117031644,Sydney (North) - Millers Point,Sydney - City and Inner South,POINT (151.21179115102538 -33.87013460028896)
200070,Town Hall Station,-33.8735389560829,151.206929909395,1,117031644,Sydney (North) - Millers Point,Sydney - City and Inner South,POINT (151.20693533890562 -33.87352627275436)
200080,Wynyard Station,-33.865944893566,151.206103096474,1,117031644,Sydney (North) - Millers Point,Sydney - City and Inner South,POINT (151.20610852712196 -33.86593221010698)
201110,Kings Cross Station,-33.8744834259457,151.222228200568,1,117031333,Potts Point - Woolloomooloo,Sydney - City and Inner South,POINT (151.22223362776376 -33.874470744052815)
201171,"Kings Cross Station, Platform 1",-33.874327333426,151.221788438249,1,117031333,Potts Point - Woolloomooloo,Sydney - City and Inner South,POINT (151.22179386552858 -33.87431465149093)
201172,"Kings Cross Station, Platform 2",-33.8742535265972,151.221838805269,1,117031333,Potts Point - Woolloomooloo,Sydney - City and Inner South,POINT (151.22184423255126 -33.87424084466632)
2015111,"Green Square Station, Platform 1",-33.9060706585781,151.202533035061,1,117031330,Erskineville - Alexandria,Sydney - City and Inner South,POINT (151.20253846083344 -33.90605797506707)
2015112,"Green Square Station, Platform 2",-33.9061130513325,151.202610758916,1,117031330,Erskineville - Alexandria,Sydney - City and Inner South,POINT (151.2026161846716 -33.90610036782901)
2015121,"Macdonaldtown Station, Platform 1",-33.8969103256996,151.185811140429,2,117031642,Redfern,Sydney - City and Inner South,POINT (151.1858165698257 -33.89689764056367)
2015122,"Macdonaldtown Station, Platform 2",-33.8969459383021,151.185823688174,2,117031642,Redfern,Sydney - City and Inner South,POINT (151.18582911756414 -33.896933253167596)
2015131,"Redfern Station, Platform 1",-33.8917598534298,151.198404931445,2,117031642,Redfern,Sydney - City and Inner South,POINT (151.19841035972985 -33.89174716943307)
2015132,"Redfern Station, Platform 2",-33.8918116130136,151.198472295433,2,117031642,Redfern,Sydney - City and Inner South,POINT (151.19847772370127 -33.89179892902352)
2015133,"Redfern Station, Platform 3",-33.8918374927891,151.198505977457,2,117031642,Redfern,Sydney - City and Inner South,POINT (151.19851140571697 -33.89182480880235)
2015134,"Redfern Station, Platform 4",-33.891879889296,151.19858368586,2,117031642,Redfern,Sydney - City and Inner South,POINT (151.19858911410316 -33.8918672053168)
2015135,"Redfern Station, Platform 5",-33.8919230221903,151.198639822678,2,117031642,Redfern,Sydney - City and Inner South,POINT (151.19864525090733 -33.89191033821663)
2015136,"Redfern Station, Platform 6",-33.8919740451682,151.198728758603,1,117031642,Redfern,Sydney - City and Inner South,POINT (151.1987341868128 -33.8919613612032)
2015137,"Redfern Station, Platform 7",-33.8919991883966,151.198784012441,1,117031642,Redfern,Sydney - City and Inner South,POINT (151.19878944063947 -33.89198650443694)
2015138,"Redfern Station, Platform 8",-33.892050211257,151.198872948526,2,117031642,Redfern,Sydney - City and Inner South,POINT (151.1988783767049 -33.89203752730601)
2015139,"Redfern Station, Platform 9",-33.8920929757508,151.198939871444,2,117031642,Redfern,Sydney - City and Inner South,POINT (151.19894529960757 -33.89208029180634)
2015140,"Redfern Station, Platform 10",-33.8921526250176,151.199040035151,2,117031642,Redfern,Sydney - City and Inner South,POINT (151.19904546329224 -33.89213994108292)
2015141,"Redfern Station, Platform 11",-33.8922888080166,151.199273603789,2,117031642,Redfern,Sydney - City and Inner South,POINT (151.19927903187852 -33.892276124104676)
2015142,"Redfern Station, Platform 12",-33.892321840901,151.199361657203,2,117031642,Redfern,Sydney - City and Inner South,POINT (151.1993670852755 -33.89230915699752)
201520,Macdonaldtown Station,-33.8969593389246,151.185694688756,0,117031642,Redfern,Sydney - City and Inner South,POINT (151.18570011816283 -33.89694665377816)
201710,Green Square Station,-33.9060486134087,151.202650813781,1,117031330,Erskineville - Alexandria,Sydney - City and Inner South,POINT (151.20265623953952 -33.90603592990852)
202010,Mascot Station,-33.9231763737873,151.1873353984,1,117011635,Mascot,Sydney - City and Inner South,POINT (151.18734082405305 -33.923163688977645)
2020101,"International Airport Station, Platform 1",-33.9349169396224,151.165838044172,1,117011325,Sydney Airport,Sydney - City and Inner South,POINT (151.1658434713316 -33.93490425289006)
2020102,"International Airport Station, Platform 2",-33.935008353748,151.165799265394,1,117011325,Sydney Airport,Sydney - City and Inner South,POINT (151.16580469254694 -33.9349956670127)
2020111,"Mascot Station, Platform 1",-33.9231804165273,151.187216709235,1,117011635,Mascot,Sydney - City and Inner South,POINT (151.18722213490452 -33.9231677317066)
2020112,"Mascot Station, Platform 2",-33.9231853686684,151.187335839272,1,117011635,Mascot,Sydney - City and Inner South,POINT (151.18734126492376 -33.923172683858844)
202020,Sydney Domestic Airport Station,-33.9337438406596,151.180751775356,1,117011325,Sydney Airport,Sydney - City and Inner South,POINT (151.18075720053415 -33.933731155309765)
202030,Sydney International Airport Station,-33.9346164433934,151.165931480299,1,117011325,Sydney Airport,Sydney - City and Inner South,POINT (151.16593690748553 -33.93460375666767)
202091,"Domestic Airport Station, Platform 1",-33.9335718356187,151.180775782625,1,117011325,Sydney Airport,Sydney - City and Inner South,POINT (151.18078120782283 -33.93355915026989)
202092,"Domestic Airport Station, Platform 2",-33.9336812431169,151.180737901538,1,117011325,Sydney Airport,Sydney - City and Inner South,POINT (151.18074332672657 -33.93366855776533)
204210,Newtown Station,-33.8979130089729,151.179377370376,1,117031640,Newtown (NSW),Sydney - City and Inner South,POINT (151.1793828005595 -33.89790032324384)
204261,"Newtown Station, Platform 1",-33.8978788880614,151.179851112249,1,117031640,Newtown (NSW),Sydney - City and Inner South,POINT (151.17985654236927 -33.89786620237627)
204262,"Newtown Station, Platform 2",-33.897941853091,151.179854189917,1,117031640,Newtown (NSW),Sydney - City and Inner South,POINT (151.17985962002837 -33.897929167406595)
204310,Erskineville Station,-33.900182647139,151.185495903052,0,117031330,Erskineville - Alexandria,Sydney - City and Inner South,POINT (151.1855013320548 -33.9001699619966)
204331,"Erskineville Station, Platform 1",-33.900278470764,151.185327713009,2,117031330,Erskineville - Alexandria,Sydney - City and Inner South,POINT (151.18533314202304 -33.90026578560658)
204332,"Erskineville Station, Platform 2",-33.9002931563916,151.185425677174,2,117031330,Erskineville - Alexandria,Sydney - City and Inner South,POINT (151.18543110617208 -33.90028047124343)
204333,"Erskineville Station, Platform 3",-33.9003093105374,151.185480493096,2,117031330,Erskineville - Alexandria,Sydney - City and Inner South,POINT (151.18548592208404 -33.900296625394446)
204334,"Erskineville Station, Platform 4",-33.9003333581293,151.185568110549,2,117031330,Erskineville - Alexandria,Sydney - City and Inner South,POINT (151.18557353952127 -33.900320672994695)
204430,Tempe Station,-33.9239040725931,151.156600378825,0,117021328,Sydenham - Tempe - St Peters,Sydney - City and Inner South,POINT (151.1566058087865 -33.92389138492266)
204461,"St Peters Station, Platform 1",-33.9072202865011,151.180437486803,2,117031640,Newtown (NSW),Sydney - City and Inner South,POINT (151.18044291558604 -33.90720760093614)
204462,"St Peters Station, Platform 2",-33.907300141033,151.180473809805,2,117021328,Sydenham - Tempe - St Peters,Sydney - City and Inner South,POINT (151.18047923857213 -33.907287455471966)
204463,"St Peters Station, Platform 3",-33.907388990531,151.180510572774,2,117021328,Sydenham - Tempe - St Peters,Sydney - City and Inner South,POINT (151.18051600152398 -33.907376304974015)
204464,"St Peters Station, Platform 4",-33.9074868349937,151.180547775727,2,117021328,Sydenham - Tempe - St Peters,Sydney - City and Inner South,POINT (151.18055320445853 -33.90747414944089)
204473,"Sydenham Station, Platform 3",-33.9145771337702,151.166229603226,1,117021328,Sydenham - Tempe - St Peters,Sydney - City and Inner South,POINT (151.16623503305794 -33.9145644469319)
204474,"Sydenham Station, Platform 4",-33.9146828818004,151.166299600236,1,117021328,Sydenham - Tempe - St Peters,Sydney - City and Inner South,POINT (151.16630503004373 -33.91467019496937)
204475,"Sydenham Station, Platform 5",-33.9147440197133,151.166356615635,1,117021328,Sydenham - Tempe - St Peters,Sydney - City and Inner South,POINT (151.16636204542638 -33.914731332887996)
204476,"Sydenham Station, Platform 6",-33.9148576659265,151.16645941898,1,117021328,Sydenham - Tempe - St Peters,Sydney - City and Inner South,POINT (151.16646484874138 -33.91484497911158)
204483,"Tempe Station, Platform 3",-33.9241293182604,151.156600529751,2,117021328,Sydenham - Tempe - St Peters,Sydney - City and Inner South,POINT (151.1566059596823 -33.924116630591556)
204484,"Tempe Station, Platform 4",-33.9241436602461,151.156709309746,2,117021328,Sydenham - Tempe - St Peters,Sydney - City and Inner South,POINT (151.15671473965978 -33.92413097258749)
204810,Stanmore Station,-33.8944742355915,151.16414802871,0,117021327,Petersham - Stanmore,Sydney - City and Inner South,POINT (151.1641534615355 -33.89446154841829)
204832,"Stanmore Station, Platform 2",-33.8945419497729,151.164010868177,2,117021327,Petersham - Stanmore,Sydney - City and Inner South,POINT (151.16401630101302 -33.89452926258738)
204833,"Stanmore Station, Platform 3",-33.894631171252,151.164036820961,2,117021327,Petersham - Stanmore,Sydney - City and Inner South,POINT (151.1640422537814 -33.89461848406951)
204910,Petersham Station,-33.8938633052507,151.155572040209,1,117021327,Petersham - Stanmore,Sydney - City and Inner South,POINT (151.15557747434445 -33.89385061727396)
204920,Lewisham Station,-33.8934170262598,151.147706406683,0,120031394,Dulwich Hill - Lewisham,Sydney - Inner West,POINT (151.1477118420047 -33.89340433754713)
204981,"Lewisham Station, Platform 1",-33.8932825579774,151.147418972931,2,120031394,Dulwich Hill - Lewisham,Sydney - Inner West,POINT (151.1474244083119 -33.89326986923703)
204982,"Lewisham Station, Platform 2",-33.893364607668,151.147390538455,2,120031394,Dulwich Hill - Lewisham,Sydney - Inner West,POINT (151.14739597382896 -33.89335191892555)
204991,"Petersham Station, Platform 1",-33.8938709588753,151.155345520147,1,117021327,Petersham - Stanmore,Sydney - City and Inner South,POINT (151.1553509543139 -33.893858270877494)
204992,"Petersham Station, Platform 2",-33.8939421923049,151.15537058973,1,117021327,Petersham - Stanmore,Sydney - City and Inner South,POINT (151.15537602388378 -33.89392950430994)
206010,North Sydney Station,-33.8411500483648,151.207412328748,1,121041417,North Sydney - Lavender Bay,Sydney - North Sydney and Hornsby,POINT (151.20741776253507 -33.841137364854085)
2060101,"North Sydney Station, Platform 1",-33.841173347575,151.207521446863,1,121041417,North Sydney - Lavender Bay,Sydney - North Sydney and Hornsby,POINT (151.20752688063138 -33.841160664074636)
